time,entityID,position,atDestination,Activity,Language
Text:32506418820000,Text:Sheila,de.nec.nle.siafu.model.Position:47.66346192977085#-52.28051273370142,BooleanType:true,Text:Walking,Text:Spanish
Text:32506418820000,Text:Florante,de.nec.nle.siafu.model.Position:52.656386609736245#-51.212080750425095,BooleanType:true,Text:Walking,Text:English
Text:32506418820000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506418820000,Text:Yanyan,de.nec.nle.siafu.model.Position:7.7374992389009485#0.9194959648377878,BooleanType:true,Text:Walking,Text:English
Text:32506418820000,Text:Meena,de.nec.nle.siafu.model.Position:32.18891980147134#-19.530670280872602,BooleanType:true,Text:Walking,Text:English
Text:32506418820000,Text:Farda,de.nec.nle.siafu.model.Position:32.17368094335797#-23.527180611061187,BooleanType:true,Text:Walking,Text:Spanish
Text:32506418820000,Text:Postman,de.nec.nle.siafu.model.Position:39.57436508706203#-33.808056054885704,BooleanType:false,Text:Walking,Text:Russian
Text:32506418820000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506419150000,Text:Blanch,de.nec.nle.siafu.model.Position:24.500050752964185#-18.771923428385794,BooleanType:true,Text:Walking,Text:English
Text:32506419150000,Text:Wukong,de.nec.nle.siafu.model.Position:38.37947383275653#-40.2086440287278,BooleanType:true,Text:Walking,Text:English
Text:32506419150000,Text:Sheila,de.nec.nle.siafu.model.Position:46.358528703115724#-52.01421922812687,BooleanType:true,Text:Walking,Text:Spanish
Text:32506419150000,Text:Florante,de.nec.nle.siafu.model.Position:50.84350046784961#-50.3818829202365,BooleanType:true,Text:Walking,Text:English
Text:32506419150000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506419150000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.268889654132451#0.39618539022375465,BooleanType:true,Text:Walking,Text:English
Text:32506419150000,Text:Meena,de.nec.nle.siafu.model.Position:30.469783659584706#-18.538097450684017,BooleanType:true,Text:Walking,Text:English
Text:32506419150000,Text:Farda,de.nec.nle.siafu.model.Position:32.29875115097373#-24.03239839836821,BooleanType:true,Text:Walking,Text:Spanish
Text:32506419150000,Text:Postman,de.nec.nle.siafu.model.Position:38.14499352133291#-39.532004847767276,BooleanType:false,Text:Walking,Text:Russian
Text:32506419150000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506419480000,Text:Blanch,de.nec.nle.siafu.model.Position:25.070433460579935#-18.50585996569281,BooleanType:true,Text:Walking,Text:English
Text:32506419480000,Text:Wukong,de.nec.nle.siafu.model.Position:40.02041476702742#-40.61481157160937,BooleanType:true,Text:Walking,Text:English
Text:32506419480000,Text:Sheila,de.nec.nle.siafu.model.Position:46.100716203115724#-52.46075047812687,BooleanType:true,Text:Walking,Text:Spanish
Text:32506419480000,Text:Florante,de.nec.nle.siafu.model.Position:49.804262448810235#-50.37724470196896,BooleanType:true,Text:Walking,Text:English
Text:32506419480000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506419480000,Text:Yanyan,de.nec.nle.siafu.model.Position:10.105213296019087#-0.3934186899648342,BooleanType:true,Text:Walking,Text:English
Text:32506419480000,Text:Meena,de.nec.nle.siafu.model.Position:28.82096001769807#-17.423743370495426,BooleanType:true,Text:Walking,Text:English
Text:32506419480000,Text:Farda,de.nec.nle.siafu.model.Position:32.689411254781604#-23.716694792021716,BooleanType:true,Text:Walking,Text:Spanish
Text:32506419480000,Text:Postman,de.nec.nle.siafu.model.Position:33.29983936901788#-33.48702410162696,BooleanType:false,Text:Walking,Text:Russian
Text:32506419480000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506419810000,Text:Blanch,de.nec.nle.siafu.model.Position:25.640816168195684#-18.239796502999823,BooleanType:true,Text:Walking,Text:English
Text:32506419810000,Text:Wukong,de.nec.nle.siafu.model.Position:41.73955090891405#-41.60738440179796,BooleanType:true,Text:Walking,Text:English
Text:32506419810000,Text:Sheila,de.nec.nle.siafu.model.Position:44.42845506122909#-51.38699014793828,BooleanType:true,Text:Walking,Text:Spanish
Text:32506419810000,Text:Florante,de.nec.nle.siafu.model.Position:48.60873932596297#-50.28237259004791,BooleanType:true,Text:Walking,Text:English
Text:32506419810000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506419810000,Text:Yanyan,de.nec.nle.siafu.model.Position:10.175525796019087#-0.2716374399648327,BooleanType:true,Text:Walking,Text:English
Text:32506419810000,Text:Meena,de.nec.nle.siafu.model.Position:26.86744887581144#-16.83710804030684,BooleanType:true,Text:Walking,Text:English
Text:32506419810000,Text:Farda,de.nec.nle.siafu.model.Position:33.5723641700131#-23.631099116635745,BooleanType:true,Text:Walking,Text:Spanish
Text:32506419810000,Text:Postman,de.nec.nle.siafu.model.Position:38.48005342613601#-29.928688756429572,BooleanType:false,Text:Walking,Text:Russian
Text:32506419810000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506420140000,Text:Blanch,de.nec.nle.siafu.model.Position:27.61776481008232#-18.78583808318841,BooleanType:true,Text:Walking,Text:English
Text:32506420140000,Text:Wukong,de.nec.nle.siafu.model.Position:43.411812050800684#-42.68114473198654,BooleanType:true,Text:Walking,Text:English
Text:32506420140000,Text:Sheila,de.nec.nle.siafu.model.Position:43.006229023150325#-50.2410887114032,BooleanType:true,Text:Walking,Text:Spanish
Text:32506420140000,Text:Florante,de.nec.nle.siafu.model.Position:46.9677983916921#-49.876205047166344,BooleanType:true,Text:Walking,Text:English
Text:32506420140000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506420140000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.183162776979707#-0.18581172169729143,BooleanType:true,Text:Walking,Text:English
Text:32506420140000,Text:Meena,de.nec.nle.siafu.model.Position:25.124875233924804#-15.885128960118251,BooleanType:true,Text:Walking,Text:English
Text:32506420140000,Text:Farda,de.nec.nle.siafu.model.Position:33.947469481436734#-24.06417579759627,BooleanType:true,Text:Walking,Text:Spanish
Text:32506420140000,Text:Postman,de.nec.nle.siafu.model.Position:31.946767405279218#-20.310997924526113,BooleanType:false,Text:Walking,Text:Russian
Text:32506420140000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506420470000,Text:Blanch,de.nec.nle.siafu.model.Position:28.96957303673745#-18.97094408876297,BooleanType:true,Text:Walking,Text:English
Text:32506420470000,Text:Wukong,de.nec.nle.siafu.model.Position:43.62285486222431#-43.39837766294707,BooleanType:true,Text:Walking,Text:English
Text:32506420470000,Text:Sheila,de.nec.nle.siafu.model.Position:41.763725588879446#-49.14482741852163,BooleanType:true,Text:Walking,Text:Spanish
Text:32506420470000,Text:Florante,de.nec.nle.siafu.model.Position:45.55345506122909#-49.438490147938275,BooleanType:true,Text:Walking,Text:English
Text:32506420470000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506420470000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.190694446516702#0.9825906775307711,BooleanType:true,Text:Walking,Text:English
Text:32506420470000,Text:Meena,de.nec.nle.siafu.model.Position:23.311989092038168#-15.054931129929667,BooleanType:true,Text:Walking,Text:English
Text:32506420470000,Text:Farda,de.nec.nle.siafu.model.Position:33.970906981436734#-24.02358204759627,BooleanType:true,Text:Walking,Text:Spanish
Text:32506420470000,Text:Postman,de.nec.nle.siafu.model.Position:39.339252907096636#-26.635956788162034,BooleanType:false,Text:Walking,Text:Russian
Text:32506420470000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506420800000,Text:Blanch,de.nec.nle.siafu.model.Position:30.923084178624087#-19.557579418951555,BooleanType:true,Text:Walking,Text:English
Text:32506420800000,Text:Wukong,de.nec.nle.siafu.model.Position:42.271046635569185#-43.213271657372516,BooleanType:true,Text:Walking,Text:English
Text:32506420800000,Text:Sheila,de.nec.nle.siafu.model.Position:39.880526946992816#-48.43641083833304,BooleanType:true,Text:Walking,Text:Spanish
Text:32506420800000,Text:Florante,de.nec.nle.siafu.model.Position:43.83431891934245#-48.44591731774969,BooleanType:true,Text:Walking,Text:English
Text:32506420800000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506420800000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.690764654132451#1.1268728902237584,BooleanType:true,Text:Walking,Text:English
Text:32506420800000,Text:Meena,de.nec.nle.siafu.model.Position:21.68660295015154#-13.899983299741077,BooleanType:true,Text:Walking,Text:English
Text:32506420800000,Text:Farda,de.nec.nle.siafu.model.Position:32.95500115097373#-22.89577339836821,BooleanType:true,Text:Walking,Text:Spanish
Text:32506420800000,Text:Postman,de.nec.nle.siafu.model.Position:38.96477946421477#-32.69834019296465,BooleanType:false,Text:Walking,Text:Russian
Text:32506420800000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506421130000,Text:Blanch,de.nec.nle.siafu.model.Position:31.009056782431962#-19.769594562605064,BooleanType:true,Text:Walking,Text:English
Text:32506421130000,Text:Wukong,de.nec.nle.siafu.model.Position:41.0519807012983#-42.07641661449094,BooleanType:true,Text:Walking,Text:English
Text:32506421130000,Text:Sheila,de.nec.nle.siafu.model.Position:38.442746116529804#-48.039289689104976,BooleanType:true,Text:Walking,Text:Spanish
Text:32506421130000,Text:Florante,de.nec.nle.siafu.model.Position:42.25580777745582#-47.2097819875611,BooleanType:true,Text:Walking,Text:English
Text:32506421130000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506421130000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.815834861748208#0.6216551029167388,BooleanType:true,Text:Walking,Text:English
Text:32506421130000,Text:Meena,de.nec.nle.siafu.model.Position:20.201841808264902#-12.501472969552488,BooleanType:true,Text:Walking,Text:English
Text:32506421130000,Text:Farda,de.nec.nle.siafu.model.Position:31.376490009087092#-21.65963806817962,BooleanType:true,Text:Walking,Text:Spanish
Text:32506421130000,Text:Postman,de.nec.nle.siafu.model.Position:38.21530602133291#-39.41022359776728,BooleanType:false,Text:Walking,Text:Russian
Text:32506421130000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506421460000,Text:Blanch,de.nec.nle.siafu.model.Position:29.289920640545326#-18.777021732416475,BooleanType:true,Text:Walking,Text:English
Text:32506421460000,Text:Wukong,de.nec.nle.siafu.model.Position:41.934933616529804#-41.99082093910498,BooleanType:true,Text:Walking,Text:English
Text:32506421460000,Text:Sheila,de.nec.nle.siafu.model.Position:36.793922474643175#-46.924935608916385,BooleanType:true,Text:Walking,Text:Spanish
Text:32506421460000,Text:Florante,de.nec.nle.siafu.model.Position:40.700734135569185#-45.93305290737251,BooleanType:true,Text:Walking,Text:English
Text:32506421460000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506421460000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.339447880787581#-0.2760456153508013,BooleanType:true,Text:Walking,Text:English
Text:32506421460000,Text:Meena,de.nec.nle.siafu.model.Position:19.990798996841278#-11.784240038591967,BooleanType:true,Text:Walking,Text:English
Text:32506421460000,Text:Farda,de.nec.nle.siafu.model.Position:29.774541367200456#-20.464096487991032,BooleanType:true,Text:Walking,Text:Spanish
Text:32506421460000,Text:Postman,de.nec.nle.siafu.model.Position:33.48733936901788#-33.162274101626956,BooleanType:false,Text:Walking,Text:Russian
Text:32506421460000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506421790000,Text:Blanch,de.nec.nle.siafu.model.Position:27.359846998658696#-18.14979265222789,BooleanType:true,Text:Walking,Text:English
Text:32506421790000,Text:Wukong,de.nec.nle.siafu.model.Position:42.34903122033768#-41.634523582758476,BooleanType:true,Text:Walking,Text:English
Text:32506421790000,Text:Sheila,de.nec.nle.siafu.model.Position:36.19999695560379#-46.14901614064884,BooleanType:true,Text:Walking,Text:Spanish
Text:32506421790000,Text:Florante,de.nec.nle.siafu.model.Position:38.864410493682556#-45.14344882718393,BooleanType:true,Text:Walking,Text:English
Text:32506421790000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506421790000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.44861225794033#0.3465452465702459,BooleanType:true,Text:Walking,Text:English
Text:32506421790000,Text:Meena,de.nec.nle.siafu.model.Position:21.498892327304283#-12.059579937820029,BooleanType:true,Text:Walking,Text:English
Text:32506421790000,Text:Farda,de.nec.nle.siafu.model.Position:28.4695028291217#-19.11522630145595,BooleanType:true,Text:Walking,Text:Spanish
Text:32506421790000,Text:Postman,de.nec.nle.siafu.model.Position:39.5192914451754#-29.933326974697117,BooleanType:false,Text:Walking,Text:Russian
Text:32506421790000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506422120000,Text:Blanch,de.nec.nle.siafu.model.Position:25.851753668195684#-17.874452752999822,BooleanType:true,Text:Walking,Text:English
Text:32506422120000,Text:Wukong,de.nec.nle.siafu.model.Position:42.27083601272193#-41.04811829545146,BooleanType:true,Text:Walking,Text:English
Text:32506422120000,Text:Sheila,de.nec.nle.siafu.model.Position:36.45780945560379#-45.70248489064885,BooleanType:true,Text:Walking,Text:Spanish
Text:32506422120000,Text:Florante,de.nec.nle.siafu.model.Position:37.21558685179591#-44.029094746995334,BooleanType:true,Text:Walking,Text:English
Text:32506422120000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506422120000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.995803192211213#-0.2219972963113257,BooleanType:true,Text:Walking,Text:English
Text:32506422120000,Text:Meena,de.nec.nle.siafu.model.Position:20.506423996841278#-10.891177538591968,BooleanType:true,Text:Walking,Text:English
Text:32506422120000,Text:Farda,de.nec.nle.siafu.model.Position:26.773804187235065#-18.08205972126736,BooleanType:true,Text:Walking,Text:Spanish
Text:32506422120000,Text:Postman,de.nec.nle.siafu.model.Position:30.22763126339258#-19.318425094337524,BooleanType:false,Text:Walking,Text:Russian
Text:32506422120000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506422450000,Text:Blanch,de.nec.nle.siafu.model.Position:25.593941168195684#-18.320984002999825,BooleanType:true,Text:Walking,Text:English
Text:32506422450000,Text:Wukong,de.nec.nle.siafu.model.Position:40.71576237083529#-39.77138921526288,BooleanType:true,Text:Walking,Text:English
Text:32506422450000,Text:Sheila,de.nec.nle.siafu.model.Position:36.87190705941167#-45.34618753430236,BooleanType:true,Text:Walking,Text:Spanish
Text:32506422450000,Text:Florante,de.nec.nle.siafu.model.Position:37.94225466321954#-43.85326517795586,BooleanType:true,Text:Walking,Text:English
Text:32506422450000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506422450000,Text:Yanyan,de.nec.nle.siafu.model.Position:10.206740692211213#0.14334645368867527,BooleanType:true,Text:Walking,Text:English
Text:32506422450000,Text:Meena,de.nec.nle.siafu.model.Position:20.12354128922553#-10.83249100128495,BooleanType:true,Text:Walking,Text:English
Text:32506422450000,Text:Farda,de.nec.nle.siafu.model.Position:25.937726272003566#-18.086467896653332,BooleanType:true,Text:Walking,Text:Spanish
Text:32506422450000,Text:Postman,de.nec.nle.siafu.model.Position:39.52685821852026#-27.393783469122564,BooleanType:false,Text:Walking,Text:Russian
Text:32506422450000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506422780000,Text:Blanch,de.nec.nle.siafu.model.Position:25.336128668195684#-18.767515252999825,BooleanType:true,Text:Walking,Text:English
Text:32506422780000,Text:Wukong,de.nec.nle.siafu.model.Position:39.090376228948664#-38.616441385074296,BooleanType:true,Text:Walking,Text:English
Text:32506422780000,Text:Sheila,de.nec.nle.siafu.model.Position:38.8488557012983#-45.892229114490945,BooleanType:true,Text:Walking,Text:Spanish
Text:32506422780000,Text:Florante,de.nec.nle.siafu.model.Position:38.35635226702742#-43.496967821609374,BooleanType:true,Text:Walking,Text:English
Text:32506422780000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506422780000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.792643088403338#-0.21295090265781802,BooleanType:true,Text:Walking,Text:English
Text:32506422780000,Text:Meena,de.nec.nle.siafu.model.Position:18.263780147338892#-10.083480671096362,BooleanType:true,Text:Walking,Text:English
Text:32506422780000,Text:Farda,de.nec.nle.siafu.model.Position:26.305054187235065#-18.89393472126736,BooleanType:true,Text:Walking,Text:Spanish
Text:32506422780000,Text:Postman,de.nec.nle.siafu.model.Position:39.46495498325415#-33.63663466123219,BooleanType:false,Text:Walking,Text:Russian
Text:32506422780000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506423110000,Text:Blanch,de.nec.nle.siafu.model.Position:25.547171479619315#-19.48474818396035,BooleanType:true,Text:Walking,Text:English
Text:32506423110000,Text:Wukong,de.nec.nle.siafu.model.Position:39.348188728948664#-38.16991013507429,BooleanType:true,Text:Walking,Text:English
Text:32506423110000,Text:Sheila,de.nec.nle.siafu.model.Position:40.70861684318494#-46.641239444679535,BooleanType:true,Text:Walking,Text:Spanish
Text:32506423110000,Text:Florante,de.nec.nle.siafu.model.Position:39.55187538987468#-43.59183993353042,BooleanType:true,Text:Walking,Text:English
Text:32506423110000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506423110000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.862955588403338#-0.09116965265781651,BooleanType:true,Text:Walking,Text:English
Text:32506423110000,Text:Meena,de.nec.nle.siafu.model.Position:16.685269005452255#-8.847345340907774,BooleanType:true,Text:Walking,Text:English
Text:32506423110000,Text:Farda,de.nec.nle.siafu.model.Position:25.265816168195684#-18.889296502999827,BooleanType:true,Text:Walking,Text:Spanish
Text:32506423110000,Text:Postman,de.nec.nle.siafu.model.Position:37.93405602133291#-39.89734859776728,BooleanType:false,Text:Walking,Text:Russian
Text:32506423110000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506423440000,Text:Blanch,de.nec.nle.siafu.model.Position:26.86776481008232#-20.084838083188412,BooleanType:true,Text:Walking,Text:English
Text:32506423440000,Text:Wukong,de.nec.nle.siafu.model.Position:37.9259626908699#-37.02400869853921,BooleanType:true,Text:Walking,Text:English
Text:32506423440000,Text:Sheila,de.nec.nle.siafu.model.Position:42.68556548507157#-47.18728102486812,BooleanType:true,Text:Walking,Text:Spanish
Text:32506423440000,Text:Florante,de.nec.nle.siafu.model.Position:40.903683616529804#-43.776945939104976,BooleanType:true,Text:Walking,Text:English
Text:32506423440000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506423440000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.120381946516702#0.8608094275307696,BooleanType:true,Text:Walking,Text:English
Text:32506423440000,Text:Meena,de.nec.nle.siafu.model.Position:15.770995882605#-8.265348228986724,BooleanType:true,Text:Walking,Text:English
Text:32506423440000,Text:Farda,de.nec.nle.siafu.model.Position:25.32057387581144#-19.51629554030684,BooleanType:true,Text:Walking,Text:Spanish
Text:32506423440000,Text:Postman,de.nec.nle.siafu.model.Position:33.55765186901788#-33.04049285162696,BooleanType:false,Text:Walking,Text:Russian
Text:32506423440000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506423770000,Text:Blanch,de.nec.nle.siafu.model.Position:27.12557731008232#-19.63830683318841,BooleanType:true,Text:Walking,Text:English
Text:32506423770000,Text:Wukong,de.nec.nle.siafu.model.Position:36.4178693604069#-36.74866879931115,BooleanType:true,Text:Walking,Text:English
Text:32506423770000,Text:Sheila,de.nec.nle.siafu.model.Position:43.88108860791882#-47.28215313678916,BooleanType:true,Text:Walking,Text:Spanish
Text:32506423770000,Text:Florante,de.nec.nle.siafu.model.Position:40.06750038987468#-42.698777433530424,BooleanType:true,Text:Walking,Text:English
Text:32506423770000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506423770000,Text:Yanyan,de.nec.nle.siafu.model.Position:6.784128512245822#1.7946957204123422,BooleanType:true,Text:Walking,Text:English
Text:32506423770000,Text:Meena,de.nec.nle.siafu.model.Position:16.661831505452255#-8.887939090907773,BooleanType:true,Text:Walking,Text:English
Text:32506423770000,Text:Farda,de.nec.nle.siafu.model.Position:23.953105545348436#-18.997393141078774,BooleanType:true,Text:Walking,Text:Spanish
Text:32506423770000,Text:Postman,de.nec.nle.siafu.model.Position:39.01922123755964#-30.0776091873901,BooleanType:false,Text:Walking,Text:Russian
Text:32506423770000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506424100000,Text:Blanch,de.nec.nle.siafu.model.Position:29.102525951968957#-20.184348413377,BooleanType:true,Text:Walking,Text:English
Text:32506424100000,Text:Wukong,de.nec.nle.siafu.model.Position:36.62891217183053#-37.46590173027167,BooleanType:true,Text:Walking,Text:English
Text:32506424100000,Text:Sheila,de.nec.nle.siafu.model.Position:45.83459974980546#-47.868788466977755,BooleanType:true,Text:Walking,Text:Spanish
Text:32506424100000,Text:Florante,de.nec.nle.siafu.model.Position:38.606176747988044#-41.25967335334183,BooleanType:true,Text:Walking,Text:English
Text:32506424100000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506424100000,Text:Yanyan,de.nec.nle.siafu.model.Position:6.494995804630065#2.0157572577193577,BooleanType:true,Text:Walking,Text:English
Text:32506424100000,Text:Meena,de.nec.nle.siafu.model.Position:16.013253590220756#-8.567597266293742,BooleanType:true,Text:Walking,Text:English
Text:32506424100000,Text:Farda,de.nec.nle.siafu.model.Position:23.89834783773268#-18.370394103771762,BooleanType:true,Text:Walking,Text:Spanish
Text:32506424100000,Text:Postman,de.nec.nle.siafu.model.Position:33.19704823574222#-21.032869073754178,BooleanType:false,Text:Walking,Text:Russian
Text:32506424100000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506424430000,Text:Blanch,de.nec.nle.siafu.model.Position:28.532037932929576#-19.36783519510946,BooleanType:true,Text:Walking,Text:English
Text:32506424430000,Text:Wukong,de.nec.nle.siafu.model.Position:35.9022443604069#-37.64173129931115,BooleanType:true,Text:Walking,Text:English
Text:32506424430000,Text:Sheila,de.nec.nle.siafu.model.Position:47.116095476460586#-48.175675722552306,BooleanType:true,Text:Walking,Text:Spanish
Text:32506424430000,Text:Florante,de.nec.nle.siafu.model.Position:37.0745406061014#-39.94235052315324,BooleanType:true,Text:Walking,Text:English
Text:32506424430000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506424430000,Text:Yanyan,de.nec.nle.siafu.model.Position:7.073261219861571#1.5736341831053267,BooleanType:true,Text:Walking,Text:English
Text:32506424430000,Text:Meena,de.nec.nle.siafu.model.Position:16.40391369402863#-8.25189365994725,BooleanType:true,Text:Walking,Text:English
Text:32506424430000,Text:Farda,de.nec.nle.siafu.model.Position:24.15616033773268#-17.92386285377176,BooleanType:true,Text:Walking,Text:Spanish
Text:32506424430000,Text:Postman,de.nec.nle.siafu.model.Position:38.22171436901788#-24.962336601626955,BooleanType:false,Text:Walking,Text:Russian
Text:32506424430000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506424760000,Text:Blanch,de.nec.nle.siafu.model.Position:28.297557621505945#-18.69119601414894,BooleanType:true,Text:Walking,Text:English
Text:32506424760000,Text:Wukong,de.nec.nle.siafu.model.Position:34.11279571852026#-36.77093971912256,BooleanType:true,Text:Walking,Text:English
Text:32506424760000,Text:Sheila,de.nec.nle.siafu.model.Position:45.58445933457395#-46.858352892363726,BooleanType:true,Text:Walking,Text:Spanish
Text:32506424760000,Text:Florante,de.nec.nle.siafu.model.Position:35.35540446421477#-38.94977769296466,BooleanType:true,Text:Walking,Text:English
Text:32506424760000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506424760000,Text:Yanyan,de.nec.nle.siafu.model.Position:8.409514654132451#0.6397478902237541,BooleanType:true,Text:Walking,Text:English
Text:32506424760000,Text:Meena,de.nec.nle.siafu.model.Position:16.278843486412875#-7.74667587264023,BooleanType:true,Text:Walking,Text:English
Text:32506424760000,Text:Farda,de.nec.nle.siafu.model.Position:26.133108979619315#-18.469904433960348,BooleanType:true,Text:Walking,Text:Spanish
Text:32506424760000,Text:Postman,de.nec.nle.siafu.model.Position:35.57327686901788#-29.549430351626956,BooleanType:false,Text:Walking,Text:Russian
Text:32506424760000,Text:Pietro,de.nec.nle.siafu.model.Position:26.63307387581144#-17.24304554030684,BooleanType:true,Text:Walking,Text:English
Text:32506425090000,Text:Blanch,de.nec.nle.siafu.model.Position:29.99325626339258#-19.724362594337524,BooleanType:true,Text:Walking,Text:English
Text:32506425090000,Text:Wukong,de.nec.nle.siafu.model.Position:32.463972076633624#-35.65658563893397,BooleanType:true,Text:Walking,Text:English
Text:32506425090000,Text:Sheila,de.nec.nle.siafu.model.Position:45.060846315534576#-45.96065217409618,BooleanType:true,Text:Walking,Text:Spanish
Text:32506425090000,Text:Florante,de.nec.nle.siafu.model.Position:33.80033082232814#-37.67304861277607,BooleanType:true,Text:Walking,Text:English
Text:32506425090000,Text:Teresa,de.nec.nle.siafu.model.Position:37.48874352133291#-40.66862984776728,BooleanType:true,Text:Walking,Text:German
Text:32506425090000,Text:Yanyan,de.nec.nle.siafu.model.Position:9.995803192211213#-0.2219972963113257,BooleanType:true,Text:Walking,Text:English
Text:32506425090000,Text:Meena,de.nec.nle.siafu.model.Position:16.505441090220756#-7.715128516293738,BooleanType:true,Text:Walking,Text:English
